visit_id,customer_id,signup_date,visit_date,week_start_date,is_last_week_dip_period,days_since_signup,visit_number_for_customer,previous_lifetime_visits,customer_cohort,plan,acquisition_channel,primary_device,region,referrer_source,app_version,feature_area,session_duration_minutes,pages_viewed,support_ticket_created,support_ticket_reason,mobile_crash_bug_exposed,email_campaign_received,promo_exposed,churn_risk_score,retained_next_7d,retention_drop_driver_hint
VIS-BE03191A3910,CUST-00551,2026-01-14,2026-03-14,2026-03-09,0,59,5,4,Returning,Pro,Referral,iOS,South,partner_site,4.2.8,Export,10.57,7,0,,0,0,0,42.6,0,normal_activity
VIS-3F3198B0A448,CUST-00551,2026-01-14,2026-03-14,2026-03-09,0,59,6,5,Returning,Pro,Referral,iOS,South,partner_site,4.2.9,Billing,11.88,8,1,export failed,0,0,1,28.0,1,normal_activity
VIS-651BD6DF9778,CUST-00552,2026-01-07,2026-03-15,2026-03-09,0,67,1,0,Returning,Free,Email,iOS,International,youtube,4.2.7,Export,2.38,3,0,,0,1,0,46.3,0,normal_activity
VIS-FC90B604AEAD,CUST-00553,2025-10-10,2026-03-12,2026-03-09,0,153,4,3,Returning,Enterprise,Partner,iOS,Northeast,linkedin,4.2.9,AI Assistant,29.21,12,0,,0,0,0,43.8,0,normal_activity
VIS-8BAFD070D530,CUST-00553,2025-10-10,2026-03-15,2026-03-09,0,156,5,4,Returning,Enterprise,Partner,iOS,Northeast,linkedin,4.2.7,Billing,21.66,12,0,,0,0,0,33.2,1,normal_activity
VIS-F8A7581782CE,CUST-00553,2025-10-10,2026-03-13,2026-03-09,0,154,6,5,Returning,Enterprise,Partner,iOS,Northeast,google,4.2.7,Dashboard,27.32,9,0,,0,0,0,34.1,1,normal_activity
VIS-958DB764BE2C,CUST-00553,2025-10-10,2026-03-11,2026-03-09,0,152,7,6,Returning,Enterprise,Partner,iOS,Northeast,google,4.2.7,Reports,20.02,10,0,,0,0,1,20.4,0,normal_activity
VIS-DC41598EB80D,CUST-00555,2026-02-01,2026-03-12,2026-03-09,0,39,4,3,Power User,Basic,Paid Social,iOS,Midwest,instagram,4.2.9,AI Assistant,8.27,4,0,,0,0,0,34.9,1,normal_activity
VIS-FB639E02828F,CUST-00556,2025-10-23,2026-03-10,2026-03-09,0,138,3,2,Returning,Free,Referral,Web,West,partner_site,web,Integrations,3.48,2,0,,0,0,0,50.2,0,normal_activity
VIS-3A45F4F11E5A,CUST-00556,2025-10-23,2026-03-15,2026-03-09,0,143,4,3,Returning,Free,Referral,Web,West,instagram,web,Reports,4.21,4,0,,0,0,0,60.2,0,normal_activity
VIS-7A0A94A61A9A,CUST-00557,2026-01-19,2026-03-10,2026-03-09,0,50,3,2,Returning,Pro,Direct,Android,Northeast,direct,4.2.7,Search,14.96,10,0,,0,0,0,37.9,1,normal_activity
VIS-A459458EE875,CUST-00557,2026-01-19,2026-03-11,2026-03-09,0,51,4,3,Returning,Pro,Direct,Android,Northeast,direct,4.2.8,Billing,17.43,9,0,,0,0,0,27.5,1,normal_activity
VIS-7D6E183CF525,CUST-00557,2026-01-19,2026-03-15,2026-03-09,0,55,5,4,Returning,Pro,Direct,Android,Northeast,direct,4.2.8,Reports,4.4,8,0,,0,0,0,37.1,0,normal_activity
VIS-CAB0E283B97F,CUST-00561,2025-11-18,2026-03-12,2026-03-09,0,114,2,1,Returning,Basic,Paid Social,Android,West,instagram,4.2.9,Dashboard,10.45,7,0,,0,0,0,48.8,1,normal_activity
VIS-EF6F9A0367B4,CUST-00562,2025-09-19,2026-03-15,2026-03-09,0,177,1,0,At Risk,Free,Email,Web,West,newsletter,web,Search,7.91,4,0,,0,0,0,93.1,0,normal_activity
VIS-332AF12E1C5B,CUST-00563,2025-10-25,2026-03-11,2026-03-09,0,137,4,3,Power User,Pro,Organic Search,iOS,West,youtube,4.2.8,Dashboard,19.97,9,0,,0,0,0,15.9,1,normal_activity
VIS-9F09120A7DD7,CUST-00563,2025-10-25,2026-03-10,2026-03-09,0,136,5,4,Power User,Pro,Organic Search,iOS,West,direct,4.2.8,Reports,14.94,8,0,,0,0,0,16.9,1,normal_activity
VIS-66319B4054E4,CUST-00563,2025-10-25,2026-03-14,2026-03-09,0,140,6,5,Power User,Pro,Organic Search,iOS,West,google,4.2.7,Integrations,9.61,6,0,,0,0,1,15.5,1,normal_activity
VIS-28EE1FEE8F1E,CUST-00564,2025-11-21,2026-03-15,2026-03-09,0,114,1,0,Power User,Free,Partner,iOS,West,instagram,4.2.8,Reports,5.63,3,0,,0,0,0,35.9,0,normal_activity
VIS-FA00DC7284BF,CUST-00564,2025-11-21,2026-03-09,2026-03-09,0,108,2,1,Power User,Free,Partner,iOS,West,linkedin,4.2.8,AI Assistant,6.03,2,0,,0,0,0,60.2,1,normal_activity
VIS-4CDB8E45199C,CUST-00565,2025-10-14,2026-03-14,2026-03-09,0,151,3,2,At Risk,Basic,Paid Social,iOS,Midwest,linkedin,4.2.7,Search,12.38,5,1,login issue,0,0,0,73.2,1,normal_activity
VIS-A0EB6D62F265,CUST-00566,2025-09-18,2026-03-12,2026-03-09,0,175,3,2,Returning,Enterprise,Paid Social,Android,Northeast,newsletter,4.2.9,Reports,17.78,13,0,,0,0,0,34.6,1,normal_activity
VIS-E6D649071A6B,CUST-00567,2025-10-01,2026-03-11,2026-03-09,0,161,8,7,Power User,Basic,Paid Social,iOS,West,newsletter,4.2.8,AI Assistant,11.27,3,0,,0,0,0,27.4,0,normal_activity
VIS-806275B971F9,CUST-00567,2025-10-01,2026-03-11,2026-03-09,0,161,9,8,Power User,Basic,Paid Social,iOS,West,partner_site,4.2.8,Export,6.64,5,0,,0,0,0,24.1,1,normal_activity
VIS-FD7B26E8085C,CUST-00567,2025-10-01,2026-03-12,2026-03-09,0,162,10,9,Power User,Basic,Paid Social,iOS,West,linkedin,4.2.9,Reports,9.77,4,0,,0,0,0,29.8,1,normal_activity
VIS-AECEE5848F8A,CUST-00567,2025-10-01,2026-03-15,2026-03-09,0,165,11,10,Power User,Basic,Paid Social,iOS,West,linkedin,4.2.9,Dashboard,9.2,5,0,,0,0,0,28.0,1,normal_activity
VIS-8EEF23424E81,CUST-00567,2025-10-01,2026-03-13,2026-03-09,0,163,12,11,Power User,Basic,Paid Social,iOS,West,youtube,4.2.9,Billing,1.47,5,0,,0,0,1,11.9,1,normal_activity
VIS-386ECF8C0107,CUST-00567,2025-10-01,2026-03-10,2026-03-09,0,160,13,12,Power User,Basic,Paid Social,iOS,West,google,4.2.9,Reports,6.57,5,0,,0,0,0,27.2,1,normal_activity
VIS-6C104DD65B45,CUST-00568,2026-01-07,2026-03-15,2026-03-09,0,67,2,1,Returning,Basic,Paid Social,Android,West,youtube,4.2.7,Billing,6.95,5,0,,0,0,0,52.7,1,normal_activity
VIS-DAC5950C80B1,CUST-00568,2026-01-07,2026-03-13,2026-03-09,0,65,3,2,Returning,Basic,Paid Social,Android,West,newsletter,4.2.7,AI Assistant,4.79,3,0,,0,0,0,45.2,1,normal_activity
VIS-F8831CE5B45C,CUST-00569,2026-01-12,2026-03-15,2026-03-09,0,62,3,2,Power User,Basic,Organic Search,Android,West,instagram,4.2.9,Reports,9.21,2,1,feature request,0,0,1,36.8,0,normal_activity
VIS-ED668AE410D7,CUST-00569,2026-01-12,2026-03-09,2026-03-09,0,56,4,3,Power User,Basic,Organic Search,Android,West,partner_site,4.2.9,Reports,15.35,2,0,,0,0,0,31.2,1,normal_activity
VIS-FB6F2FF718F0,CUST-00569,2026-01-12,2026-03-13,2026-03-09,0,60,5,4,Power User,Basic,Organic Search,Android,West,google,4.2.7,Reports,10.68,6,0,,0,0,0,33.3,0,normal_activity
VIS-9C9C08A3579C,CUST-00569,2026-01-12,2026-03-13,2026-03-09,0,60,6,5,Power User,Basic,Organic Search,Android,West,youtube,4.2.9,Dashboard,4.66,5,0,,0,0,0,29.0,1,normal_activity
VIS-53FECE10CBA3,CUST-00569,2026-01-12,2026-03-11,2026-03-09,0,58,7,6,Power User,Basic,Organic Search,Android,West,partner_site,4.2.8,Export,7.43,4,0,,0,0,1,30.3,0,normal_activity
VIS-B2B9195E3BBA,CUST-00570,2025-10-13,2026-03-09,2026-03-09,0,147,3,2,New,Basic,Referral,iOS,West,instagram,4.2.8,Integrations,11.3,5,0,,0,0,0,54.8,1,normal_activity
VIS-F045B2E8ED55,CUST-00570,2025-10-13,2026-03-09,2026-03-09,0,147,4,3,New,Basic,Referral,iOS,West,newsletter,4.2.7,Integrations,8.52,4,0,,0,0,0,48.8,0,normal_activity
VIS-00C2E675A709,CUST-00573,2025-11-29,2026-03-10,2026-03-09,0,101,6,5,Power User,Enterprise,Partner,iOS,West,instagram,4.2.8,Integrations,5.44,7,0,,0,0,0,20.3,1,normal_activity
VIS-62C74C916823,CUST-00573,2025-11-29,2026-03-15,2026-03-09,0,106,7,6,Power User,Enterprise,Partner,iOS,West,partner_site,4.2.8,Search,15.11,10,0,,0,0,0,17.6,1,normal_activity
VIS-C4BF302FD867,CUST-00573,2025-11-29,2026-03-10,2026-03-09,0,101,8,7,Power User,Enterprise,Partner,iOS,West,partner_site,4.2.9,Search,5.97,6,0,,0,0,0,9.3,1,normal_activity
VIS-71009E92A154,CUST-00573,2025-11-29,2026-03-13,2026-03-09,0,104,9,8,Power User,Enterprise,Partner,iOS,West,partner_site,4.2.9,Export,23.64,17,1,slow app,0,0,1,5.6,1,normal_activity
VIS-5945484ACCF8,CUST-00573,2025-11-29,2026-03-13,2026-03-09,0,104,10,9,Power User,Enterprise,Partner,iOS,West,partner_site,4.2.7,Search,6.44,9,0,,0,0,0,13.9,1,normal_activity
VIS-31855E761A02,CUST-00573,2025-11-29,2026-03-13,2026-03-09,0,104,11,10,Power User,Enterprise,Partner,iOS,West,google,4.2.9,Dashboard,5.19,7,0,,0,0,0,19.7,1,normal_activity
VIS-04942C02B470,CUST-00574,2025-09-19,2026-03-13,2026-03-09,0,175,5,4,Power User,Pro,Referral,iOS,Northeast,instagram,4.2.9,Dashboard,15.61,5,0,,0,0,0,20.3,1,normal_activity
VIS-C70D9358FF73,CUST-00574,2025-09-19,2026-03-12,2026-03-09,0,174,6,5,Power User,Pro,Referral,iOS,Northeast,newsletter,4.2.9,Dashboard,23.04,11,0,,0,0,1,8.7,1,normal_activity
VIS-A3383CFD02CB,CUST-00574,2025-09-19,2026-03-12,2026-03-09,0,174,7,6,Power User,Pro,Referral,iOS,Northeast,partner_site,4.2.9,Billing,17.54,10,0,,0,0,0,17.9,1,normal_activity
VIS-4CEE52A4F03D,CUST-00574,2025-09-19,2026-03-13,2026-03-09,0,175,8,7,Power User,Pro,Referral,iOS,Northeast,linkedin,4.2.7,AI Assistant,8.03,6,0,,0,0,0,14.1,1,normal_activity
VIS-17E9C811B466,CUST-00574,2025-09-19,2026-03-14,2026-03-09,0,176,9,8,Power User,Pro,Referral,iOS,Northeast,youtube,4.2.9,Billing,16.77,10,0,,0,0,0,21.5,1,normal_activity
VIS-3402C0DA9885,CUST-00574,2025-09-19,2026-03-09,2026-03-09,0,171,10,9,Power User,Pro,Referral,iOS,Northeast,newsletter,4.2.9,Dashboard,19.65,9,0,,0,0,0,18.3,1,normal_activity
VIS-BCCD7F67A346,CUST-00576,2026-01-26,2026-03-12,2026-03-09,0,45,4,3,Power User,Free,Direct,Web,Northeast,youtube,web,AI Assistant,3.99,3,0,,0,0,0,42.3,0,normal_activity
VIS-EA4034B9D0A0,CUST-00576,2026-01-26,2026-03-09,2026-03-09,0,42,5,4,Power User,Free,Direct,Web,Northeast,direct,web,Search,7.11,1,0,,0,0,0,43.1,1,normal_activity
VIS-E14B23560E43,CUST-00576,2026-01-26,2026-03-10,2026-03-09,0,43,6,5,Power User,Free,Direct,Web,Northeast,instagram,web,Billing,5.0,1,0,,0,0,0,43.3,0,normal_activity
VIS-9C8423406C5B,CUST-00577,2025-10-24,2026-03-12,2026-03-09,0,139,5,4,Returning,Pro,Email,Android,Midwest,instagram,4.2.9,Integrations,15.34,6,0,,0,0,0,38.1,1,normal_activity
VIS-9B7240D5178A,CUST-00577,2025-10-24,2026-03-10,2026-03-09,0,137,6,5,Returning,Pro,Email,Android,Midwest,direct,4.2.9,Dashboard,18.44,9,0,,0,1,1,18.2,1,normal_activity
VIS-E5D9656982BE,CUST-00577,2025-10-24,2026-03-11,2026-03-09,0,138,7,6,Returning,Pro,Email,Android,Midwest,linkedin,4.2.7,Search,22.77,8,0,,0,0,0,37.8,1,normal_activity
VIS-FC6CA2011404,CUST-00578,2025-12-26,2026-03-13,2026-03-09,0,77,3,2,Returning,Enterprise,Referral,Android,Midwest,newsletter,4.2.8,Export,18.66,16,0,,0,0,0,24.5,1,normal_activity
VIS-664A17D2884B,CUST-00578,2025-12-26,2026-03-09,2026-03-09,0,73,4,3,Returning,Enterprise,Referral,Android,Midwest,linkedin,4.2.9,AI Assistant,18.41,9,0,,0,0,0,39.1,1,normal_activity
VIS-0EA938284DC1,CUST-00580,2025-09-14,2026-03-12,2026-03-09,0,179,2,1,Power User,Enterprise,Organic Search,Web,Northeast,direct,web,Reports,15.57,10,0,,0,0,1,8.9,1,normal_activity
VIS-4B90B576DDCA,CUST-00581,2026-01-21,2026-03-13,2026-03-09,0,51,2,1,Power User,Enterprise,Organic Search,Android,International,partner_site,4.2.9,Search,26.52,12,0,,0,0,0,25.7,0,normal_activity
VIS-195C7E3941A8,CUST-00581,2026-01-21,2026-03-15,2026-03-09,0,53,3,2,Power User,Enterprise,Organic Search,Android,International,linkedin,4.2.7,Dashboard,31.71,14,0,,0,0,0,7.6,1,normal_activity
VIS-6BBC7CE442B4,CUST-00581,2026-01-21,2026-03-12,2026-03-09,0,50,4,3,Power User,Enterprise,Organic Search,Android,International,linkedin,4.2.8,Dashboard,21.14,13,0,,0,0,0,25.0,1,normal_activity
VIS-580BCBA9E95C,CUST-00581,2026-01-21,2026-03-15,2026-03-09,0,53,5,4,Power User,Enterprise,Organic Search,Android,International,linkedin,4.2.9,AI Assistant,13.62,8,1,billing confusion,0,0,0,28.3,1,normal_activity
VIS-D16EE48A2BED,CUST-00581,2026-01-21,2026-03-10,2026-03-09,0,48,6,5,Power User,Enterprise,Organic Search,Android,International,google,4.2.9,Reports,30.54,9,0,,0,0,0,11.9,1,normal_activity
VIS-987C65CD78A0,CUST-00582,2025-12-01,2026-03-09,2026-03-09,0,98,6,5,Returning,Pro,Organic Search,iOS,West,instagram,4.2.7,Billing,18.75,4,0,,0,0,0,32.6,1,normal_activity
VIS-2A7CB0F8EA4D,CUST-00583,2025-10-21,2026-03-11,2026-03-09,0,141,1,0,New,Free,Direct,Android,South,direct,4.2.8,Search,1.42,3,0,,0,0,0,69.6,1,normal_activity
VIS-74B011C1DF2D,CUST-00584,2025-12-10,2026-03-15,2026-03-09,0,95,3,2,Power User,Enterprise,Organic Search,Android,West,linkedin,4.2.9,Dashboard,7.06,11,0,,0,0,0,24.3,1,normal_activity
VIS-A9472AC9B3F1,CUST-00585,2025-10-08,2026-03-11,2026-03-09,0,154,5,4,Power User,Basic,Organic Search,iOS,Northeast,linkedin,4.2.7,Settings,13.95,7,0,,0,0,0,34.9,1,normal_activity
VIS-A522D99DA378,CUST-00585,2025-10-08,2026-03-15,2026-03-09,0,158,6,5,Power User,Basic,Organic Search,iOS,Northeast,linkedin,4.2.7,Search,0.3,7,0,,0,0,0,28.0,0,normal_activity
VIS-817D05DFF4FE,CUST-00587,2025-09-29,2026-03-12,2026-03-09,0,164,2,1,Returning,Pro,Organic Search,Android,West,direct,4.2.7,Export,11.95,6,0,,0,0,0,43.1,0,normal_activity
VIS-540CB892AA43,CUST-00588,2026-01-23,2026-03-12,2026-03-09,0,48,3,2,New,Free,Organic Search,Web,West,youtube,web,Dashboard,7.06,1,0,,0,0,0,74.4,0,normal_activity
VIS-E23331793ACB,CUST-00590,2026-02-19,2026-03-09,2026-03-09,0,18,2,1,At Risk,Basic,Organic Search,iOS,South,linkedin,4.2.9,Reports,13.52,5,0,,0,0,0,69.4,0,normal_activity
VIS-EB39F2FFC590,CUST-00592,2025-09-14,2026-03-14,2026-03-09,0,181,2,1,Returning,Enterprise,Partner,iOS,Northeast,newsletter,4.2.8,Settings,10.8,6,0,,0,0,1,28.0,0,normal_activity
VIS-E9760A615B38,CUST-00592,2025-09-14,2026-03-11,2026-03-09,0,178,3,2,Returning,Enterprise,Partner,iOS,Northeast,linkedin,4.2.8,Integrations,12.08,7,0,,0,0,0,35.2,1,normal_activity
VIS-054213A7747E,CUST-00592,2025-09-14,2026-03-13,2026-03-09,0,180,4,3,Returning,Enterprise,Partner,iOS,Northeast,partner_site,4.2.9,Dashboard,21.64,5,0,,0,0,0,26.3,1,normal_activity
VIS-73EE8AA26AD6,CUST-00593,2026-01-05,2026-03-13,2026-03-09,0,67,2,1,New,Basic,Direct,Web,Midwest,partner_site,web,Billing,1.66,3,0,,0,0,0,58.3,0,normal_activity
VIS-51EBE87CA2E2,CUST-00593,2026-01-05,2026-03-09,2026-03-09,0,63,3,2,New,Basic,Direct,Web,Midwest,newsletter,web,Reports,7.25,4,0,,0,0,0,60.7,1,normal_activity
VIS-70FA9D87A929,CUST-00593,2026-01-05,2026-03-15,2026-03-09,0,69,4,3,New,Basic,Direct,Web,Midwest,direct,web,Export,13.13,8,0,,0,0,0,47.9,1,normal_activity
VIS-BFBC418434EE,CUST-00596,2026-02-06,2026-03-12,2026-03-09,0,34,1,0,Returning,Pro,Organic Search,Android,Midwest,linkedin,4.2.9,AI Assistant,18.76,7,0,,0,0,1,18.8,1,normal_activity
VIS-200745804712,CUST-00596,2026-02-06,2026-03-09,2026-03-09,0,31,2,1,Returning,Pro,Organic Search,Android,Midwest,linkedin,4.2.9,Search,18.33,8,0,,0,0,1,27.1,1,normal_activity
VIS-F8AAE8E8C089,CUST-00596,2026-02-06,2026-03-10,2026-03-09,0,32,3,2,Returning,Pro,Organic Search,Android,Midwest,newsletter,4.2.9,Dashboard,14.99,6,0,,0,0,0,34.5,1,normal_activity
VIS-7DFF0EE22D21,CUST-00596,2026-02-06,2026-03-09,2026-03-09,0,31,4,3,Returning,Pro,Organic Search,Android,Midwest,youtube,4.2.9,Dashboard,18.16,7,0,,0,0,0,22.2,0,normal_activity
VIS-87BB13E748DA,CUST-00597,2026-02-07,2026-03-10,2026-03-09,0,31,3,2,At Risk,Free,Referral,Android,Midwest,newsletter,4.2.9,Billing,8.45,3,0,,0,0,0,73.4,0,normal_activity
VIS-0DFDD9EE1C96,CUST-00599,2025-10-30,2026-03-09,2026-03-09,0,130,3,2,Power User,Free,Partner,Android,Northeast,direct,4.2.9,Reports,6.48,2,0,,0,0,0,51.5,0,normal_activity
VIS-A8052D00A898,CUST-00599,2025-10-30,2026-03-14,2026-03-09,0,135,4,3,Power User,Free,Partner,Android,Northeast,youtube,4.2.8,Dashboard,7.02,1,0,,0,0,0,38.1,0,normal_activity
VIS-09D3A14EF8FA,CUST-00603,2025-10-04,2026-03-11,2026-03-09,0,158,4,3,Returning,Pro,Paid Social,Android,South,youtube,4.2.8,Dashboard,15.24,9,0,,0,0,1,37.3,1,normal_activity
VIS-94C56CF17516,CUST-00604,2026-01-09,2026-03-12,2026-03-09,0,62,2,1,Power User,Pro,Paid Social,Android,South,newsletter,4.2.9,Search,16.44,2,0,,0,0,0,17.8,1,normal_activity
VIS-9EF309276854,CUST-00604,2026-01-09,2026-03-11,2026-03-09,0,61,3,2,Power User,Pro,Paid Social,Android,South,direct,4.2.9,Dashboard,8.94,8,0,,0,0,0,15.8,1,normal_activity
VIS-3B57C20F1FFA,CUST-00604,2026-01-09,2026-03-15,2026-03-09,0,65,4,3,Power User,Pro,Paid Social,Android,South,direct,4.2.7,Dashboard,15.2,6,0,,0,0,0,26.7,1,normal_activity
VIS-889F27BD5003,CUST-00604,2026-01-09,2026-03-13,2026-03-09,0,63,5,4,Power User,Pro,Paid Social,Android,South,google,4.2.8,Integrations,15.91,6,0,,0,0,0,21.8,1,normal_activity
VIS-92FAF1C813A2,CUST-00605,2025-12-14,2026-03-10,2026-03-09,0,86,2,1,Power User,Pro,Referral,Android,West,newsletter,4.2.8,Search,20.98,8,0,,0,0,1,14.1,1,normal_activity
VIS-4A78A8EE8C1F,CUST-00605,2025-12-14,2026-03-12,2026-03-09,0,88,3,2,Power User,Pro,Referral,Android,West,google,4.2.9,Reports,3.85,9,0,,0,0,0,22.9,0,normal_activity
VIS-49F647C5A6E4,CUST-00606,2026-01-03,2026-03-14,2026-03-09,0,70,4,3,Returning,Basic,Referral,iOS,West,youtube,4.2.9,Billing,7.65,6,0,,0,0,0,45.7,0,normal_activity
VIS-1F5785287E1D,CUST-00606,2026-01-03,2026-03-09,2026-03-09,0,65,5,4,Returning,Basic,Referral,iOS,West,newsletter,4.2.7,Dashboard,5.97,5,0,,0,0,0,50.5,0,normal_activity
VIS-A71960EC7562,CUST-00607,2025-10-13,2026-03-14,2026-03-09,0,152,1,0,Returning,Basic,Email,iOS,South,instagram,4.2.7,Search,12.07,6,0,,0,0,0,48.7,0,normal_activity
VIS-51C0446F8707,CUST-00608,2026-01-24,2026-03-13,2026-03-09,0,48,7,6,Returning,Basic,Referral,iOS,West,youtube,4.2.9,Integrations,8.76,3,0,,0,0,0,41.9,0,normal_activity
VIS-D4D2266046D1,CUST-00608,2026-01-24,2026-03-12,2026-03-09,0,47,8,7,Returning,Basic,Referral,iOS,West,partner_site,4.2.8,Search,4.12,6,0,,0,0,0,44.8,1,normal_activity
VIS-E7C6DC8468A8,CUST-00614,2025-10-10,2026-03-13,2026-03-09,0,154,1,0,Returning,Free,Direct,Web,West,google,web,Billing,7.66,1,0,,0,0,1,53.4,0,normal_activity
VIS-F5058179D8EA,CUST-00614,2025-10-10,2026-03-12,2026-03-09,0,153,2,1,Returning,Free,Direct,Web,West,instagram,web,Settings,6.58,4,0,,0,0,0,59.2,0,normal_activity
VIS-234780938C84,CUST-00616,2026-02-01,2026-03-12,2026-03-09,0,39,4,3,Power User,Enterprise,Partner,Web,Midwest,newsletter,web,Reports,24.62,7,0,,0,0,0,18.9,1,normal_activity
VIS-779D59BB49A5,CUST-00616,2026-02-01,2026-03-15,2026-03-09,0,42,5,4,Power User,Enterprise,Partner,Web,Midwest,instagram,web,Integrations,14.91,9,0,,0,0,0,22.7,1,normal_activity
VIS-D3939CDE974C,CUST-00617,2025-11-26,2026-03-12,2026-03-09,0,106,2,1,Returning,Pro,Referral,Web,International,partner_site,web,AI Assistant,17.96,9,0,,0,0,0,36.8,0,normal_activity
VIS-D984AEFD695A,CUST-00621,2025-12-12,2026-03-15,2026-03-09,0,93,7,6,Power User,Pro,Paid Social,iOS,International,instagram,4.2.8,Integrations,5.74,7,1,login issue,0,0,0,16.0,1,normal_activity
VIS-D480A5409465,CUST-00621,2025-12-12,2026-03-12,2026-03-09,0,90,8,7,Power User,Pro,Paid Social,iOS,International,youtube,4.2.9,AI Assistant,13.5,5,0,,0,0,0,16.5,1,normal_activity
VIS-1F207365CEEB,CUST-00621,2025-12-12,2026-03-13,2026-03-09,0,91,9,8,Power User,Pro,Paid Social,iOS,International,google,4.2.9,Settings,12.49,8,0,,0,0,1,9.7,1,normal_activity
VIS-10D1ABA00408,CUST-00621,2025-12-12,2026-03-14,2026-03-09,0,92,10,9,Power User,Pro,Paid Social,iOS,International,partner_site,4.2.7,Dashboard,13.29,9,0,,0,0,0,15.8,1,normal_activity
VIS-6993E468DE2B,CUST-00621,2025-12-12,2026-03-09,2026-03-09,0,87,11,10,Power User,Pro,Paid Social,iOS,International,linkedin,4.2.8,Dashboard,15.36,7,0,,0,0,0,13.3,1,normal_activity
VIS-DAB2604AFC5D,CUST-00621,2025-12-12,2026-03-13,2026-03-09,0,91,12,11,Power User,Pro,Paid Social,iOS,International,newsletter,4.2.9,Reports,10.67,10,0,,0,0,0,10.1,1,normal_activity
VIS-A384E909759C,CUST-00621,2025-12-12,2026-03-14,2026-03-09,0,92,13,12,Power User,Pro,Paid Social,iOS,International,linkedin,4.2.9,AI Assistant,14.91,11,0,,0,0,0,12.7,1,normal_activity
VIS-81688C06C5EC,CUST-00623,2025-09-25,2026-03-11,2026-03-09,0,167,2,1,At Risk,Pro,Paid Social,iOS,West,partner_site,4.2.7,Integrations,13.15,2,0,,0,0,1,55.7,0,normal_activity
VIS-0F358B9C0BF4,CUST-00624,2026-03-01,2026-03-14,2026-03-09,0,13,3,2,Returning,Basic,Partner,iOS,South,newsletter,4.2.8,Settings,12.27,5,0,,0,0,0,47.8,0,normal_activity
VIS-80EE83CEB3E8,CUST-00624,2026-03-01,2026-03-13,2026-03-09,0,12,4,3,Returning,Basic,Partner,iOS,South,newsletter,4.2.9,Dashboard,10.16,1,0,,0,0,1,41.6,0,normal_activity
VIS-6EECD0440E34,CUST-00624,2026-03-01,2026-03-10,2026-03-09,0,9,5,4,Returning,Basic,Partner,iOS,South,google,4.2.9,Billing,11.88,5,0,,0,0,0,54.3,0,normal_activity
VIS-8E1041435322,CUST-00626,2025-10-06,2026-03-09,2026-03-09,0,154,1,0,New,Basic,Organic Search,Android,International,instagram,4.2.9,Dashboard,8.47,4,0,,0,0,0,56.6,0,normal_activity
VIS-7FD4E6462654,CUST-00629,2026-01-01,2026-03-10,2026-03-09,0,68,2,1,Returning,Enterprise,Paid Social,iOS,West,partner_site,4.2.9,Reports,28.08,10,0,,0,0,0,38.0,1,normal_activity
VIS-092EBF26A895,CUST-00630,2025-11-27,2026-03-15,2026-03-09,0,108,1,0,At Risk,Free,Paid Social,Android,Northeast,youtube,4.2.8,Dashboard,9.61,2,0,,0,0,0,73.1,0,normal_activity
VIS-AB564597240F,CUST-00631,2026-02-05,2026-03-14,2026-03-09,0,37,3,2,Returning,Pro,Email,Android,Midwest,partner_site,4.2.8,Reports,6.14,8,0,,0,1,0,37.8,1,normal_activity
VIS-F10CFA71E476,CUST-00631,2026-02-05,2026-03-14,2026-03-09,0,37,4,3,Returning,Pro,Email,Android,Midwest,partner_site,4.2.9,Search,13.08,7,0,,0,0,0,37.1,1,normal_activity
VIS-1F523DF93FDC,CUST-00631,2026-02-05,2026-03-10,2026-03-09,0,33,5,4,Returning,Pro,Email,Android,Midwest,direct,4.2.9,Integrations,13.67,8,0,,0,1,0,28.3,1,normal_activity
VIS-B0E2610D7584,CUST-00631,2026-02-05,2026-03-11,2026-03-09,0,34,6,5,Returning,Pro,Email,Android,Midwest,google,4.2.7,Dashboard,17.3,6,0,,0,0,0,38.1,0,normal_activity
VIS-5696FAB80987,CUST-00631,2026-02-05,2026-03-13,2026-03-09,0,36,7,6,Returning,Pro,Email,Android,Midwest,partner_site,4.2.9,Billing,24.39,9,0,,0,1,0,23.8,0,normal_activity
VIS-13AF40F26C3E,CUST-00633,2025-10-17,2026-03-11,2026-03-09,0,145,3,2,Power User,Pro,Email,iOS,Northeast,linkedin,4.2.8,Settings,16.82,9,0,,0,1,0,24.4,1,normal_activity
VIS-7677B1F90163,CUST-00633,2025-10-17,2026-03-12,2026-03-09,0,146,4,3,Power User,Pro,Email,iOS,Northeast,newsletter,4.2.8,Dashboard,12.79,8,0,,0,1,0,19.4,1,normal_activity
VIS-7EB40586D828,CUST-00633,2025-10-17,2026-03-15,2026-03-09,0,149,5,4,Power User,Pro,Email,iOS,Northeast,partner_site,4.2.8,Dashboard,15.56,6,0,,0,1,0,15.5,1,normal_activity
VIS-F2D44F1A4D9A,CUST-00634,2025-09-07,2026-03-10,2026-03-09,0,184,3,2,New,Free,Organic Search,iOS,Midwest,newsletter,4.2.9,Search,9.0,2,0,,0,0,0,67.0,1,normal_activity
